idhous;sex;birthyr;nat_1_02;plingu02;p02r01;p02r04;cspfaj;cspmoj;a15;a16;a17;a18;a19;a20;a21;a22;a23;a24;a25;a26;a27;a28;a29;a30;wp00tbgp;wp00tbgs
92801;man;1930;Switzerland;german;Roman Catholic;once a week;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;998.578308105469;0.8862224817276
23171;woman;1942;Switzerland;german;no denomination or religion;never;qualified manual professions;NA;0;0;0;3;6;6;6;6;6;6;6;6;6;6;6;6;2328.97900390625;2.06693196296692
98561;man;1937;Switzerland;german;no denomination or religion;only for family ceremonies;liberal professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;1057.06530761719;0.938128709793091
129271;man;1939;Switzerland;german;Roman Catholic;only for family ceremonies;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;1137.85375976562;1.0098272562027
104171;woman;1950;Switzerland;german;Roman Catholic;only for family ceremonies;other self-employed;other self-employed;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;991.967590332031;0.880355536937714
NA;woman;1939;NA;NA;NA;NA;liberal professions;NA;0;0;0;0;0;0;0;3;6;6;6;6;6;6;6;6;1156.85864257812;1.02669382095337
100701;woman;1950;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;other self-employed;0;0;0;0;0;6;6;6;6;6;7;7;7;7;7;7;773.079345703125;0.686095714569092
106541;woman;1953;Switzerland;german;Roman Catholic;about once a month;unqualified non-manual and manual workers;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;3;6;607.980346679688;0.539572954177856
108171;man;1937;Switzerland;german;Roman Catholic;a few times a year;NA;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;763.049621582031;0.677194476127625
43481;man;1945;Switzerland;italian;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;1;1;1;1;1;3;3;3;6;6;6;861.856323242188;0.764883875846863
73381;woman;1946;Switzerland;german;no denomination or religion;a few times a year;NA;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;6;646.043579101562;0.573353469371796
NA;man;1949;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;3;1591.64135742188;1.4125565290451
108161;man;1947;Switzerland;german;other Christian denomination;once a week;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;715.919616699219;0.635367333889008
120291;woman;1934;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;1052.49169921875;0.934069693088531
127811;man;1954;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;766.84375;0.680561721324921
141891;man;1938;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2493.53002929688;2.21296834945679
37261;man;1933;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;1767.16625976562;1.56833207607269
93061;man;1951;Switzerland;german;Protestant or Reformed Church;a few times a year;unqualified non-manual and manual workers;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;3;767.28369140625;0.680952131748199
30211;woman;1951;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;913.516174316406;0.810731172561646
44721;man;1950;Switzerland;NA;NA;NA;qualified non-manual professions;NA;0;0;0;0;0;1;1;1;1;1;6;6;6;6;6;6;732.342346191406;0.649942278862
72731;woman;1956;Switzerland;german;no denomination or religion;only for family ceremonies;qualified manual professions;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;609.381591796875;0.54081654548645
127381;woman;1943;Switzerland;french;Roman Catholic;once a week;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;3;3;6;6;6;1089.93005371094;0.967295706272125
104891;man;1957;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;0;0;0;1;1;1;1;1;1;1;3;3;3;6;691.515869140625;0.613709390163422
120031;woman;1957;Switzerland;french;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;1;1;3;3;3;3;3;3;3;3;6;978.472412109375;0.868378818035126
19791;woman;1944;Switzerland;french;Roman Catholic;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;1;3;3;6;6;6;7;7;7;7;1382.25439453125;1.22672891616821
90801;man;1957;Switzerland;german;Roman Catholic;a few times a year;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;898.553894042969;0.797452390193939
43951;man;1934;Switzerland;german;no denomination or religion;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;3;3;6;6;6;6;786.898681640625;0.69836014509201
141211;man;1938;Switzerland;german;NA;NA;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;6;945.868469238281;0.839443325996399
26421;woman;1956;Switzerland;german;Roman Catholic;a few times a year;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;0;0;0;0;1;1;3;6;6;6;854.91015625;0.758719265460968
139871;woman;1938;Switzerland;german;Roman Catholic;every two weeks;NA;other self-employed;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;1122.0888671875;0.995836138725281
146751;woman;1948;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;academic professions and senior management;NA;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;647.527221679688;0.574670195579529
116661;woman;1950;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;NA;unqualified non-manual and manual workers;0;0;0;0;1;1;1;6;6;6;6;6;6;6;6;6;839.151184082031;0.744733393192291
91001;woman;1954;Switzerland;german;Roman Catholic;every two weeks;unqualified non-manual and manual workers;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;6;6;870.424560546875;0.772488057613373
53261;man;1940;Switzerland;french;Roman Catholic;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;831.00732421875;0.737505853176117
58451;woman;1942;Switzerland;french;Protestant or Reformed Church;religious celebrations and family events;unqualified non-manual and manual workers;unqualified non-manual and manual workers;0;0;0;0;0;0;3;6;6;6;6;6;6;6;6;6;1061.93579101562;0.942451238632202
NA;woman;1955;NA;NA;NA;NA;qualified manual professions;NA;0;0;0;0;1;1;1;1;1;1;1;1;1;1;3;3;1444.787109375;1.28222572803497
NA;man;1935;NA;NA;NA;NA;other self-employed;other self-employed;0;0;0;0;0;1;1;1;1;3;3;3;3;3;3;7;0;0
121611;woman;1953;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;liberal professions;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;990.709167480469;0.879238724708557
120301;man;1957;Switzerland;french;Roman Catholic;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;766.448974609375;0.680211365222931
32001;man;1949;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1181.20629882812;1.04830193519592
91901;man;1944;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;925.082946777344;0.820996522903442
51021;woman;1945;Switzerland;french;Roman Catholic;about once a month;academic professions and senior management;other self-employed;0;0;0;0;0;0;0;0;3;3;6;6;6;6;6;6;1049.18017578125;0.931130826473236
116321;woman;1950;Switzerland;french;Protestant or Reformed Church;a few times a year;qualified manual professions;unqualified non-manual and manual workers;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;881.09375;0.781956732273102
71791;man;1952;Itally;italian;no denomination or religion;never;NA;NA;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;3794.96826171875;3.36797428131104
59461;woman;1938;Switzerland;french;Roman Catholic;about once a month;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;1049.71228027344;0.931603074073792
79951;man;1952;Switzerland;german;Protestant or Reformed Church;a few times a year;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;1086.25329589844;0.964032649993896
86071;man;1956;Switzerland;german;no denomination or religion;a few times a year;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;820.952819824219;0.728582620620728
86721;woman;1936;Switzerland;german;Roman Catholic;once a week;other self-employed;NA;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;1036.18627929688;0.919598937034607
34031;woman;1953;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;NA;0;0;1;6;6;6;6;6;6;6;6;6;6;6;7;7;740.077270507812;0.656806886196136
32931;man;1932;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;1;1;3;6;6;6;946.219482421875;0.839754819869995
141741;woman;1936;Itally;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;4762.140625;4.22632455825806
113941;woman;1938;Switzerland;german;Protestant or Reformed Church;a few times a year;qualified manual professions;NA;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;1681.86022949219;1.49262428283691
88911;man;1912;Switzerland;german;Roman Catholic;once a week;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1613.35327148438;1.43182551860809
NA;man;1925;NA;NA;NA;NA;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1264.57336425781;1.12228894233704
13221;woman;1938;Switzerland;german;Protestant or Reformed Church;about once a month;qualified manual professions;unqualified non-manual and manual workers;0;0;0;0;1;1;1;3;3;3;3;3;3;3;3;3;996.851806640625;0.884690225124359
34031;man;1937;Switzerland;german;Protestant or Reformed Church;a few times a year;academic professions and senior management;intermediate professions;0;0;0;0;0;0;0;1;3;6;6;6;6;6;6;6;910.108642578125;0.807707011699677
115451;woman;1948;Switzerland;french;Protestant or Reformed Church;religious celebrations and family events;academic professions and senior management;NA;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;568.946533203125;0.504931092262268
100361;woman;1953;Switzerland;german;Protestant or Reformed Church;a few times a year;other self-employed;other self-employed;0;0;0;0;0;0;1;1;1;1;3;3;3;3;6;6;592.638732910156;0.525957465171814
36331;woman;1947;Switzerland;german;Protestant or Reformed Church;a few times a year;academic professions and senior management;NA;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;750.654846191406;0.666194260120392
NA;man;1954;NA;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;1041.90734863281;0.924676358699799
113381;man;1922;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;intermediate professions;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;922.668518066406;0.818853735923767
73221;man;1941;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;other self-employed;NA;0;0;0;0;0;1;1;1;1;1;1;3;6;6;6;6;997.611206054688;0.885364174842834
145321;man;1940;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;3149.74658203125;2.79535031318665
126811;woman;1955;Switzerland;german;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;3;6;6;619.980285644531;0.55022269487381
NA;man;1934;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1764.67028808594;1.56611692905426
134841;man;1932;Switzerland;NA;NA;NA;intermediate professions;unqualified non-manual and manual workers;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;1754.83239746094;1.55738592147827
56321;man;1938;Switzerland;german;Protestant or Reformed Church;about once a month;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;6;911.426208496094;0.80887633562088
NA;man;1954;NA;NA;NA;NA;qualified manual professions;NA;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;3;947.935546875;0.841277778148651
NA;woman;1943;NA;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;6;0;0
78461;man;1933;Switzerland;german;Protestant or Reformed Church;about once a month;other self-employed;other self-employed;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;3;874.568420410156;0.776165664196014
119621;man;1953;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;6;764.248779296875;0.678258717060089
134011;woman;1935;Switzerland;german;Protestant or Reformed Church;a few times a year;intermediate professions;NA;0;0;0;0;0;0;0;0;0;3;3;6;6;6;6;6;1069.86267089844;0.949486196041107
113371;man;1957;Switzerland;german;no denomination or religion;only for family ceremonies;qualified manual professions;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;890.257690429688;0.790089666843414
141111;woman;1925;Switzerland;german;Roman Catholic;once a week;NA;NA;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;1483.71008300781;1.31676924228668
20801;man;1933;Switzerland;german;Protestant or Reformed Church;once a week;top management;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;726.766784667969;0.644994020462036
NA;man;1948;NA;NA;NA;NA;NA;NA;0;0;0;4;2;2;2;2;2;2;2;2;2;2;2;2;5334.02001953125;4.73385858535767
76191;man;1919;Switzerland;german;no denomination or religion;only for family ceremonies;qualified non-manual professions;NA;0;0;0;0;1;1;1;1;1;1;1;3;3;3;3;3;1773.39819335938;1.5738627910614
100761;woman;1957;Switzerland;german;Roman Catholic;religious celebrations and family events;other self-employed;NA;1;1;1;1;1;3;3;6;6;6;6;6;6;6;6;6;729.20654296875;0.647159278392792
67891;woman;1945;Switzerland;german;Protestant or Reformed Church;never;other self-employed;other self-employed;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;926.260681152344;0.822041749954224
95941;woman;1948;Switzerland;italian;Roman Catholic;about once a month;liberal professions;intermediate professions;0;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;613.185974121094;0.544192850589752
NA;man;1921;NA;NA;NA;NA;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;1172.3662109375;1.04045653343201
46891;woman;1957;Switzerland;italian;Christian Catholic;never;other self-employed;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;743.063171386719;0.659456789493561
10261;woman;1949;Switzerland;french;Roman Catholic;once a week;unqualified non-manual and manual workers;NA;1;1;1;1;1;1;1;3;6;6;6;6;6;6;6;6;748.443176269531;0.664231479167938
44861;woman;1945;Switzerland;italian;Christian Catholic;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;993.403503417969;0.881629884243011
16541;woman;1942;Switzerland;french;Roman Catholic;once a week;unqualified non-manual and manual workers;NA;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;1265.49560546875;1.1231073141098
61821;woman;1950;Switzerland;german;Roman Catholic;religious celebrations and family events;intermediate professions;NA;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;627.396667480469;0.556804597377777
146681;man;1941;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;3;3;3;3;3;3;3;3;3;1856.44763183594;1.64756786823273
141741;man;1933;Itally;NA;NA;NA;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2032.64709472656;1.80394208431244
NA;woman;1948;NA;NA;NA;NA;unqualified non-manual and manual workers;other self-employed;0;0;0;1;6;6;6;6;6;6;6;6;6;6;6;6;4120.07373046875;3.65650033950806
113491;woman;1954;Switzerland;german;no denomination or religion;only for family ceremonies;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;697.075988769531;0.618643879890442
87541;man;1945;Switzerland;german;Roman Catholic;about once a month;NA;NA;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1422.96252441406;1.26285672187805
8361;man;1931;Switzerland;french;Protestant or Reformed Church;only for family ceremonies;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;757.854919433594;0.672584235668182
98871;woman;1921;Switzerland;german;Protestant or Reformed Church;never;intermediate professions;NA;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;1907.40112304688;1.69278836250305
138121;man;1948;Switzerland;german;Roman Catholic;religious celebrations and family events;unqualified non-manual and manual workers;unqualified non-manual and manual workers;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1122.51831054688;0.996217310428619
124871;woman;1952;Switzerland;french;no denomination or religion;only for family ceremonies;NA;unqualified non-manual and manual workers;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1195.68212890625;1.06114888191223
NA;man;1946;NA;NA;NA;NA;intermediate professions;intermediate professions;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1051.12670898438;0.932858347892761
NA;woman;1950;NA;NA;NA;NA;other self-employed;qualified non-manual professions;0;1;1;1;1;1;1;1;1;1;1;3;6;6;6;6;799.879272460938;0.709880173206329
NA;man;1949;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;6;6;6;5118.08056640625;4.54221534729004
103921;man;1949;Switzerland;german;Protestant or Reformed Church;only for family ceremonies;other self-employed;other self-employed;0;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;705.4970703125;0.626117467880249
98361;man;1956;Switzerland;german;Roman Catholic;only for family ceremonies;intermediate professions;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;3;3;3;968.360900878906;0.859404981136322
26861;man;1923;Switzerland;german;no denomination or religion;only for family ceremonies;other self-employed;NA;0;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;946.219482421875;0.839754819869995
138301;woman;1953;Switzerland;german;Roman Catholic;only for family ceremonies;unqualified non-manual and manual workers;NA;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;969.501281738281;0.860417068004608
39731;woman;1949;Switzerland;german;Roman Catholic;only for family ceremonies;intermediate professions;NA;0;0;0;0;0;0;0;1;6;6;6;6;6;6;6;6;978.920654296875;0.868776619434357
45271;woman;1932;Switzerland;german;NA;NA;other self-employed;qualified non-manual professions;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1341.68212890625;1.19072163105011
25951;man;1956;Switzerland;german;no denomination or religion;only for family ceremonies;intermediate professions;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;913.789794921875;0.81097400188446
131581;woman;1932;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;other self-employed;NA;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1317.63293457031;1.16937839984894
27181;woman;1933;Switzerland;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;3;6;6;6;6;6;6;2272.5185546875;2.01682424545288
142771;woman;1957;Switzerland;german;Protestant or Reformed Church;religious celebrations and family events;academic professions and senior management;NA;0;0;0;0;0;0;1;1;1;1;1;1;1;3;3;6;601.714233398438;0.534011840820312
NA;woman;1951;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;6;1096.25354003906;0.972907721996307
79191;woman;1933;Spain and territories;italian;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4502.4736328125;3.99587392807007
2761;man;1925;Switzerland;german;Roman Catholic;several times a week;other self-employed;NA;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1300.19580078125;1.1539032459259
